GP-Nr;PLZ;Ort;Kanton;WärmePumpe; PV;PV-Leistung in kWp ;Batterie/Speicher;Ladestation für Elektrofahrzeuge;Wärmepumpenboiler;Datum Unterschrift;geplanter Baustart;Übergabe;InBetrieb-Datum;InBetrieb-Datum bezieht sich auf
222659;5722;Gränichen;AG;-;x;;x;-;;14.08.2023;Q2 / 2024;09.08.2024;31.07.2024;PV + Batterie
220464;5442;Fislisbach;AG;x;x;;x;-;;14.08.2023;Q2 / 2024;28.10.2024;29.02.2024;Wärmepumpe + PV + Batterie
147864;4314;Zeiningen;AG;-;x;;-;-;;15.08.2023;01.06.2024;;27.05.2024;PV
745424;5027;Herznach;AG;-;;;x;-;;21.08.2023;;;05.06.2023;Batterie
143397;5620;Bremgarten AG;AG;-;x;;x;-;;25.08.2023;13.06.2024;14.10.2024;30.07.2024;PV + Batterie
153093;5504;Othmarsingen;AG;-;-;;-;x;;26.08.2023;Q3/2023;-;13.10.2023;EV-Ladestation
727137;4333;Münchwilen AG;AG;-;x;;-;-;;30.08.2023;01.06.2024;;27.06.2024;PV
220835;4853;Murgenthal;AG;-;x;;-;-;;30.08.2023;22.07.2024;23.09.2024;03.09.2024;PV
222951;5622;Waltenschwil;AG;-;x;;x;-;;31.08.2023;Q2/2024;06.09.2024;28.08.2024;PV + Batterie
727135;4333;Münchwilen AG;AG;-;x;;-;-;;03.09.2023;01.06.2024;;05.06.2024;PV
116909;4665;Oftringen;AG;x;x;;x;-;;04.09.2023;03.06.2024;29.07.2024;28.03.2024;Wärmepumpe + PV + Batterie
900371;5107;Schinznach Dorf;AG;-;-;;x;-;;05.09.2023;01.11.2023;;;
725192;4312;Magden;AG;-;x;;x;-;;05.09.2023;01.06.2024;08.07.2024;28.05.2024;PV + Batterie
748404;5614;Sarmenstorf;AG;-;-;;x;x;;07.09.2023;Q1/2024;02.02.2024;27.09.2021;Batterie + EV-Ladestation
821784;5707;Seengen;AG;x;x;22.53;x;-;;08.09.2023;01.06.2024;01.11.2024;12.09.2024;Wärmepumpe + PV + Batterie
135868;4313;Möhlin;AG;-;x;;x;-;;10.09.2023;15.07.2024;23.08.2024;20.06.2024;PV + Batterie
146143;4323;Wallbach;AG;-;x;;x;-;;15.09.2023;23&24;;;
578756;5452;Oberrohrdorf;AG;-;x;;-;-;;15.09.2023;15.07.2024;26.09.2024;09.08.2024;PV
592852;5242;Birr;AG;-;x;;x;x;;17.09.2023;01.09.2024;18.11.2024;10.10.2024;PV + Batterie + EV-Ladestation
223319;5013;Niedergösgen;SO;x;x;;x;-;;17.09.2023;22.04.2024;15.07.2024;06.06.2024;Wärmepumpe + PV + Batterie
222144;5737;Menziken;AG;-;x;;x;-;;18.09.2023;01.07.2024;18.09.2024;03.09.2024;PV + Batterie
596019;5728;Gontenschwil;AG;-;-;;x;-;;19.09.2023;01.10.2024;-;11.01.2022;Batterie
594211;5415;Nussbaumen AG;AG;;x;;;-;;20.09.2023;01.10.2023;;19.05.2022;PV
223567;8965;Berikon;AG;-;x;;x;-;;20.09.2023;01.08.2024;25.10.2024;09.08.2024;PV + Batterie
577538;5200;Brugg AG;AG;-;x;;x;-;;20.09.2023;01.06.2024;;09.08.2024;PV + Batterie
223425;4802;Strengelbach;AG;-;x;;x;-;;21.09.2023;01.07.2024;;;
731757;5616;Meisterschwanden;AG;x;-;;-;-;;21.09.2023;Q2 / 2024;25.06.2024;06.06.2024;Wärmepumpe
712408;5705;Hallwil;AG;-;x;;x;-;;21.09.2023;01.11.2023;;14.12.2023;PV + Batterie
712048;5616;Meisterschwanden;AG;;x;;x;;;22.09.2023;01.08.2024;25.10.2024;06.09.2024;PV + Batterie
223566;4102;Binningen;BL;;x;;x;;;22.09.2023;19.08.2024;06.01.2025;17.01.2025;PV + Batterie
223653;4323;Wallbach;AG;;x;;x;;;24.09.2023;01.08.2024;;20.06.2024;PV + Batterie
583987;5024;Küttigen;AG;-;-;;x;-;;25.09.2023;01.12.2023;;31.05.2021;Batterie
220683;4803;Vordemwald;AG;-;x;;x;-;;26.09.2023;05.08.2024;23.09.2024;09.08.2024;PV + Batterie
201391;5076;Bözen;AG;;x;;x;;;28.09.2023;01.09.2024;;07.10.2024;PV + Batterie
155412;8967;Widen;AG;;;;x;;;02.10.2023;Q4, 2023;;29.06.2023;Batterie
693075;4323;Wallbach;AG;-;x;;x;-;;04.10.2023;01.08.2024;;25.06.2024;PV + Batterie
176765;5621;Zufikon;AG;-;x;;x;-;;11.10.2023;01.07.2024;26.08.2024;30.07.2024;PV + Batterie
745959;5105;Auenstein;AG;-;-;;-;x;;14.10.2023;KW 51;;;
224211;5018;Erlinsbach;AG;-;x;;x;-;;20.10.2023;01.09.2024;;;
224148;6234;Triengen;LU;-;x;;x;x;;21.10.2023;01.08.2024;16.10.2024;11.09.2024;PV + Batterie + EV-Ladestation
119324;5614;Sarmenstorf;AG;-;x;;x;-;;21.10.2023;01.07.2024;15.01.2025;18.09.2024;PV + Batterie
896125;5745;Safenwil;AG;-;x;;-;-;;28.10.2023;01.08.2024;;19.09.2024;PV
10179;5024;Küttigen;AG;-;-;;-;-;;01.11.2023;;;;
120137;4313;Möhlin;AG;-;-;;-;x;;02.11.2023;;;;
591571;5426;Lengnau AG;AG;;x;;x;;;02.11.2023;01.05.2024;28.06.2024;27.06.2024;PV + Batterie
221953;4852;Rothrist;AG;x;x;;x;-;;02.11.2023;26.09.2024;06.12.2024;09.08.2021;Wärmepumpe + PV + Batterie
165183;5504;Othmarsingen;AG;-;x;;x;-;;04.11.2023;01.03.2024;22.04.2024;04.04.2024;PV + Batterie
224437;5036;Oberentfelden;AG;x;x;;x;-;;05.11.2023;WP Mai 2024 / PV Sep. 2024;;11.07.2024;Wärmepumpe + PV + Batterie
224444;5000;Aarau;AG;-;x;;x;-;;06.11.2023;01.09.2024;;11.10.2024;PV + Batterie
194423;4324;Obermumpf;AG;;x;;;-;;10.11.2023;01.09.2024;;;
224372;5242;Birr;AG;-;x;;x;-;;11.11.2023;01.03.2024;25.04.2024;03.04.2024;PV + Batterie
165171;5506;Mägenwil;AG;x;-;;-;-;;12.11.2023;01.06.2024;;24.06.2024;Wärmepumpe
900418;4663;Aarburg;AG;-;-;;x;-;-;13.11.2023;01.12.2023;;19.12.2023;Batterie
224481;5400;Baden;AG;-;x;;x;-;;15.11.2023;01.08.2024;27.08.2024;21.08.2024;PV + Batterie
726831;4323;Wallbach;AG;;x;;x;x;;15.11.2023;07.10.2024;02.12.2024;24.09.2024;PV + Batterie + EV-Ladestation
224532;4600;Olten;SO;;x;;;-;;20.11.2023;10.10.2024;25.11.2024;25.11.2024;PV
224819;4657;Dulliken;SO;x;x;31.32;x;-;;22.11.2023;01.05.2024;12..12.24;25.07.2024;Wärmepumpe + PV + Batterie
596641;4464;Maisprach;BL;-;-;;x;-;;22.11.2023;01.01.2024;16.01.2024;13.06.2023;Batterie
123159;4310;Rheinfelden;AG;x;;;;-;;23.11.2023;01.07.2024;11.09.2024;22.03.2018;Wärmepumpe
726831;4323;Wallbach;AG;-;x;;x;-;;26.11.2023;KW 23;;24.09.2024;PV + Batterie
576050;5600;Lenzburg;AG;-;-;;x;-;;01.12.2023;10.01.2024;-;13.09.2021;Batterie
867608;5604;Hendschiken;AG;;x;;;-;;01.12.2023;01.09.2024;28.10.2024;27.09.2024;PV
224898;5620;Bremgarten AG;AG;-;x;;;-;;02.12.2023;07.10.2024;11.12.2024;30.10.2024;PV
580767;4312;Magden;AG;-;x;;;-;;03.12.2023;07.10.2024;14.11.2024;17.10.2024;PV
225057;5034;Suhr;AG;x;x;;x;-;;05.12.2023;01.06.2024;;09.08.2024;Wärmepumpe + PV + Batterie
221878;5033;Buchs AG;AG;-;x;;-;-;;09.12.2023;01.10.2024;;05.11.2024;PV
555287;5706;Boniswil;AG;-;x;;x;-;;09.12.2023;01.05.2024;13.09.2024;29.08.2024;PV + Batterie
162827;5225;Bözberg;AG;-;x;;x;-;;10.12.2023;01.05.2024;20.09.2024;03.05.2024;PV + Batterie
757719;4312;Magden;AG;x;x;14.22;x;-;;15.12.2023;01.08.2024;24.01.2025;25.07.2024;Wärmepumpe + PV + Batterie
225127;5443;Niederrohrdorf;AG;-;x;;-;-;;15.12.2023;01.09.2024;;;
225127;5443;Niederrohrdorf;AG;-;x;;-;-;;15.12.2023;01.09.2024;;;
583323;4303;Kaiseraugst;AG;-;x;;-;-;;17.12.2023;01.01.2024;13.02.2024;02.12.2020;PV
164237;5622;Waltenschwil;AG;-;x;;x;-;;18.12.2023;01.05.2024;13.11.2024;20.08.2024;PV + Batterie
225186;4612;Wangen b. Olten;SO;-;x;;x;-;;19.12.2023;01.08.2024;22.10.2024;04.09.2024;PV + Batterie
711259;5506;Mägenwil;AG;-;x;;-;-;;20.12.2023;01.05.2024;;;
142682;4303;Kaiseraugst;AG;;x;13.7;x;-;;22.12.2023;01.08.2024;20.01.2025;08.10.2024;PV + Batterie
809909;5506;Mägenwil;AG;-;x;;-;-;;26.12.2023;01.05.2024;30.08.2024;15.05.2024;PV
225302;5452;Oberrohrdorf;AG;-;x;;x;-;;27.12.2023;01.09.2024;04.12.2024;22.11.2024;PV + Batterie
218940;5058;Wiliberg;AG;x;-;;-;-;;30.12.2023;01.02.2024;14.03.2024;;
204380;5325;Leibstadt;AG;x;x;20.24;x;x;;01.01.2024;04.11.2024;07.02.2025;19.04.2024;Wärmepumpe + PV + Batterie + EV-Ladestation
225364;5116;Schinznach Bad;AG;-;x;;-;-;;07.01.2024;01.04.2024;;14.05.2024;PV
750463;4310;Rheinfelden;AG;-;x;;-;-;;09.01.2024;04.10.2024;09.01.2025;09.01.2025;PV
225438;5442;Fislisbach;AG;-;x;;x;x;;09.01.2024;01.05.2024;14.08.2024;02.07.2024;PV + Batterie + EV-Ladestation
225601;5033;Buchs AG;AG;-;x;;-;-;;13.01.2024;01.07.2024;;17.07.2024;PV
225602;5033;Buchs AG;AG;-;x;;-;-;;16.01.2024;01.07.2024;;23.08.2024;PV
148105;4314;Zeiningen;AG;-;-;;-;x;;17.01.2024;01.02.2024;06.03.2024;11.05.2023;EV-Ladestation
225594;5243;Mülligen;AG;-;x;;x;-;;17.01.2024;01.05.2024;16.10.2024;04.07.2024;PV + Batterie
225685;5630;Muri AG;AG;-;x;;x;-;;22.01.2024;01.03.2024;10.06.2024;29.04.2024;PV + Batterie
225852;5620;Bremgarten AG;AG;-;x;;-;-;;23.01.2024;;;12.12.2024;PV
587753;5103;Möriken AG;AG;x;-;;-;-;;23.01.2024;01.08.2024;30.10.2024;29.08.2024;Wärmepumpe
221659;5502;Hunzenschwil;AG;;;;;-;;24.01.2024;_;;;
196344;5732;Zetzwil;AG;-;x;;x;-;;26.01.2024;20.05.2024;13.06.2024;21.06.2017;PV + Batterie
906291;8962;Bergdietikon;AG;x;-;;-;-;;27.01.2024;01.09.2024;21.10.2024;29.08.2024;Wärmepumpe
806207;5225;Bözberg;AG;-;x;;-;-;;28.01.2024;19.08.2024;26.09.2024;20.10.2021;PV
696588;5044;Schlossrued;AG;-;x;20.88;-;-;;29.01.2024;25.11.2024;;04.12.2024;PV
223653;4323;Wallbach;AG;-;-;;-;x;;29.01.2024;01.08.2024;;;
225908;5603;Staufen;AG;-;x;;-;-;;31.01.2024;27.05.2024;08.07.2024;14.06.2025;PV
225935;5611;Anglikon;AG;-;x;;-;-;;02.02.2024;30.04.2024;22.05.2024;29.04.2024;PV
226026;4313;Möhlin;AG;-;x;;x;;;05.02.2024;01.06.2024;;13.03.2024;PV + Batterie
790904;5506;Mägenwil;AG;-;-;;x;-;;07.02.2024;01.04.2024;-;16.03.2023;Batterie
745415;5074;Eiken;AG;-;-;;x;-;;09.02.2024;01.04.2024;-;20.12.2023;Batterie
716143;4303;Kaiseraugst;AG;-;x;;-;-;;13.02.2024;04.11.2024;;;
578387;4323;Wallbach;AG;-;x;;x;-;;14.02.2024;01.08.2024;;09.09.2024;PV + Batterie
176306;5707;Seengen;AG;-;x;26.66;-;-;;15.02.2024;01.12.2024;13.01.2025;28.11.2024;PV
720022;4310;Rheinfelden;AG;x;x;25.37;x;-;;16.02.2024;25.11.2024;23.01.2025;05.08.2024;Wärmepumpe + PV + Batterie
573146;8918;Unterlunkhofen;AG;x;x;;-;-;;16.02.2024;20.05.2024;;09.07.2024;Wärmepumpe + PV
226514;8919;Rottenschwil;AG;-;x;;x;x;;17.02.2024;30.06.2024;23.10.2024;22.07.2024;PV + Batterie + EV-Ladestation
194265;5078;Effingen;AG;x;x;;x;-;;18.02.2024;01.08.2024;15.11.2024;08.08.2024;Wärmepumpe + PV + Batterie
226644;5430;Wettingen;AG;-;x;39.84;x;x;;20.02.2024;05.08.2024;25.06.2025;30.08.2024;PV + Batterie + EV-Ladestation
226809;5610;Wohlen AG;AG;x;-;;-;-;;22.02.2024;01.09.2024;24.09.2024;29.07.2024;Wärmepumpe
904184;4312;Magden;AG;-;-;;-;x;;23.02.2024;13.05.2024;;;
226751;4802;Strengelbach;AG;-;x;9.14;x;-;;24.02.2024;01.12.2024;09.01.2025;09.12.2024;PV + Batterie
221251;5507;Mellingen;AG;-;-;;-;-;;24.02.2024;01.02.2024;09.04.2024;;
552884;5522;Tägerig;AG;-;x;;x;x;;25.02.2024;01.06.2024;;08.07.2024;PV + Batterie + EV-Ladestation
594950;5103;Möriken AG;AG;-;-;;x;-;;28.02.2024;?;;25.07.2023;Batterie
127293;4313;Möhlin;AG;-;x;;x;-;;03.03.2024;01.09.2024;;09.08.2024;PV + Batterie
221660;5607;Hägglingen;AG;-;-;;-;x;;04.03.2024;20.05.2024;26.06.2024;10.06.2024;EV-Ladestation
583817;5605;Dottikon;AG;-;x;13.35;x;-;;05.03.2024;01.07.2024;24.10.2025;;
187213;5113;Holderbank AG;AG;x;-;;-;-;;07.03.2024;05.08.2024;;;
710897;4315;Zuzgen;AG;-;x;;-;-;;12.03.2024;01.09.2024;;09.08.2024;PV
717974;5452;Oberrohrdorf;AG;-;x;;x;x;;13.03.2024;16.09.2024;15.11.2024;18.10.2024;PV + Batterie + EV-Ladestation
227165;5603;Staufen;AG;-;x;;-;-;;14.03.2024;24.06.2024;21.10.2024;03.07.2024;PV
225602;5033;Buchs AG;AG;-;-;;x;-;;22.03.2024;15.07.2024;;;
227446;4323;Wallbach;AG;-;x;;;-;;25.03.2024;03.06.2024;15.08.2024;02.07.2024;PV
897353;5522;Tägerig;AG;-;x;;x;-;;26.03.2024;15.07.2024;23.09.2024;30.08.2024;PV + Batterie
811757;5608;Stetten AG;AG;-;x;;;-;;02.04.2024;10.07.2024;23.09.2024;11.07.2024;PV
226015;5082;Kaisten;AG;-;x;;x;-;;02.04.2024;01.08.2024;;;
227594;5412;Gebenstorf;AG;x;x;;x;-;;02.04.2024;01.09.2024;17.12.2024;06.09.2024;Wärmepumpe + PV + Batterie
696579;5605;Dottikon;AG;-;-;;x;-;;03.04.2024;01.06.2024;-;12.01.2024;Batterie
696780;4310;Rheinfelden;AG;-;x;;x;-;;08.04.2024;04.06.2024;08.11.2024;27.05.2024;PV + Batterie
118168;5607;Hägglingen;AG;-;-;;-;x;;12.04.2024;15.04.2024;-;11.06.2024;EV-Ladestation
708813;5316;Leuggern;AG;-;x;10.32;x;-;;19.04.2024;02.12.2024;;;
228090;5034;Suhr;AG;-;x;;x;-;;20.04.2024;24.06.2024;06.11.2024;30.06.2024;PV + Batterie
720199;4314;Zeiningen;AG;-;x;13.05;x;-;;22.04.2024;24.09.2024;10.03.2025;06.02.2025;PV + Batterie
150964;5107;Schinznach Dorf;AG;-;x;;-;-;;28.04.2024;25.06.2024;20.08.2024;23.07.2024;PV
198525;5723;Teufenthal AG;AG;-;x;;x;-;;28.04.2024;01.09.2024;04.12.2024;06.11.2024;PV + Batterie
223900;5607;Hägglingen;AG;-;x;;x;-;;30.04.2024;01.09.2024;;22.11.2024;PV + Batterie
226549;4542;Luterbach;SO;x;x;14.45;x;-;;01.05.2024;01.09.2024;20.05.2025;21.10.2024;Wärmepumpe + PV + Batterie
797810;5616;Meisterschwanden;AG;-;-;;-;x;;01.05.2024;13.05.2024;17.06.2024;10.06.2024;EV-Ladestation
182712;8967;Widen;AG;x;x;;-;-;;01.05.2024;01.09.2024;18.12.2024;06.12.2024;Wärmepumpe + PV
732680;4323;Wallbach;AG;x;x;;x;-;;02.05.2024;;;11.10.2024;Wärmepumpe + PV + Batterie
867608;5604;Hendschiken;AG;-;-;;-;x;;06.05.2024;02.09.2024;-;23.09.2024;EV-Ladestation
868792;4322;Mumpf;AG;-;x;;x;-;;20.05.2024;26.08.2024;23.10.2024;30.08.2024;PV + Batterie
226011;5425;Schneisingen;AG;-;x;;-;-;;24.05.2024;12.8,24;23.09.2024;;
228750;5620;Bremgarten AG;AG;-;x;;-;-;;25.05.2024;01.06.2024;06.11.2024;08.08.2024;PV
228764;5034;Suhr;AG;-;x;;x;-;;27.05.2024;01.09.2024;;30.09.2024;PV + Batterie
167903;4332;Stein AG;AG;-;x;;x;-;;28.05.2024;01.06.2024;;29.05.2024;PV + Batterie
197811;4305;Olsberg;AG;-;x;;x;-;;11.06.2024;30.09.2024;06.12.2024;05.12.2024;PV + Batterie
227658;5200;Brugg AG;AG;x;-;;-;-;;12.06.2024;01.11.2024;;;
736402;5236;Remigen;AG;-;x;19.36;-;-;;14.06.2024;KW 36;05.05.2025;01.05.2025;PV
226022;5702;Niederlenz;AG;-;x;;x;-;;14.06.2024;12.08.2024;27.11.2024;06.09.2024;PV + Batterie
709341;4317;Wegenstetten;AG;x;x;10.8;x;;;18.06.2024;02.12.2024;07.02.2025;11.12.2024;Wärmepumpe + PV + Batterie
227957;5103;Möriken AG;AG;-;x;;;;;18.06.2024;01.10.2024;;09.10.2024;PV
229103;5272;Gansingen;AG;-;x;;x;;;18.06.2024;01.09.2024;;18.11.2024;PV + Batterie
719301;5504;Othmarsingen;AG;-;x;;x;;;22.06.2024;09.09.2024;18.10.2024;17.09.2024;PV + Batterie
229415;5107;Schinznach Dorf;AG;x;-;;-;-;;25.06.2024;im 2025;;;
590480;5210;Windisch;AG;-;-;;-;x;;26.06.2024;01.08.2024;07.01.2025;08.12.2021;EV-Ladestation
155497;5108;Oberflachs;AG;-;x;;x;-;;27.06.2024;08.07.2024;15.10.2024;26.07.2024;PV + Batterie
228382;5502;Hunzenschwil;AG;-;x;;x;-;;30.06.2024;16.09.2024;29.11.2024;25.09.2024;PV + Batterie
595990;5033;Buchs AG;AG;-;x;;-;-;;01.07.2024;01.10.2024;;21.10.2022;PV
696935;5225;Bözberg;AG;x;x;24.6;x;-;;02.07.2024;25.01.2025;10.04.2025;09.04.2025;Wärmepumpe + PV + Batterie
589123;5014;Gretzenbach;SO;-;-;;x;-;;02.07.2024;;;;
229547;5436;Würenlos;AG;-;x;;-;-;;05.07.2024;KW41;;;
731681;5106;Veltheim AG;AG;-;-;;x;-;;06.07.2024;01.09.2024;-;05.09.2024;Batterie
735579;8962;Bergdietikon;AG;-;x;;x;-;;06.07.2024;Spätsommer;;;
149164;5600;Ammerswil AG;AG;-;-;;x;-;;10.07.2024;?;;;
698970;5452;Oberrohrdorf;AG;-;-;;x;-;;10.07.2024;01.09.2024;28.10.2024;21.06.2018;Batterie
226885;5032;Aarau Rohr;AG;-;x;18.48;-;-;;11.07.2024;25.11.2024;13.01.2025;27.11.2024;PV
227966;5032;Aarau Rohr;AG;-;x;;x;x;;12.07.2024;KW 40;;20.12.2024;PV + Batterie + EV-Ladestation
694066;5707;Seengen;AG;-;-;;-;x;;13.07.2024;?;;16.03.2022;EV-Ladestation
228239;5452;Oberrohrdorf;AG;-;x;;x;-;;13.07.2024;KW 42;16.12.2024;25.11.2024;PV + Batterie
228384;5502;Hunzenschwil;AG;-;x;;x;-;;13.07.2024;28.10.2024;;05.12.2024;PV + Batterie
746764;5452;Oberrohrdorf;AG;-;x;;x;-;;14.07.2024;14.10.2024;25.11.2024;28.10.2024;PV + Batterie
229766;5703;Seon;AG;-;x;8.36;x;-;;17.07.2024;21.10.2024;20.02.2025;20.11.2024;PV + Batterie
722929;5106;Veltheim AG;AG;-;x;;x;;;17.07.2024;01.10.2024;;17.12.2024;PV + Batterie
227804;5702;Niederlenz;AG;-;x;;x;-;;03.08.2024;KW 46;13.12.2024;30.11.2024;PV + Batterie
230149;4310;Rheinfelden;AG;-;x;;-;-;;06.08.2024;25.11.2024;31.01.2025;;
188943;5524;Niederwil AG;AG;-;x;13.2;x;-;;12.08.2024;KW42;;;
227913;5426;Lengnau AG;AG;-;;;;-;;12.08.2024;KW 46;-;-;unbekannt (keine Anlage auf dieser Zeile markiert)
692550;8962;Bergdietikon;AG;-;x;;;-;;21.08.2024;KW 44;17.12.2024;25.11.2024;PV
575209;5012;Schönenwerd;SO;-;x;14.08;x;x;;25.08.2024;01.03.2025;;08.05.2025;PV + Batterie + EV-Ladestation
231791;5034;Suhr;AG;x;x;14.52;-;-;;28.08.2024;01.10.2024;12.03.2025;20.02.2025;Wärmepumpe + PV
231749;5000;Aarau;AG;-;x;;x;-;;28.08.2024;Q4 2024;;;
568740;5000;Aarau;AG;x;-;0;-;-;;02.09.2024;;;;
231801;5200;Brugg AG;AG;-;x;14.08;x;x;;03.09.2024;28.10.2024;14.04.2025;20.05.2025;PV + Batterie + EV-Ladestation
228837;5463;Wislikofen;AG;-;x;;x;-;;04.09.2024;21.10.2024;11.12.2024;30.11.2024;PV + Batterie
720967;4310;Rheinfelden;AG;x;-;;-;-;;05.09.2024;01.08.2025;25.09.2025;;
724334;5235;Rüfenach AG;AG;-;x;;;;;15.09.2024;21.10.2024;18.12.2024;04.12.2024;PV
228933;4632;Trimbach;SO;x;-;;-;;;18.09.2024;07.04.2025;;;
182712;8967;Widen;AG;x;-;;-;-;;19.09.2024;01.03.2025;08.04.2025;13.03.2025;Wärmepumpe
851473;8962;Bergdietikon;AG;-;x;30.8;x;x;;20.09.2024;25.11.2024;24.01.2025;17.12.2024;PV + Batterie + EV-Ladestation
232339;5000;Aarau;AG;x;-;;-;-;;21.09.2024;01.05.2025;;;
707043;4312;Magden;AG;x;x;11.06;x;-;;22.09.2024;01.04.2025;29.08.2025;13.06.2025;Wärmepumpe + PV + Batterie
164491;5105;Auenstein;AG;-;x;8.36;-;-;;25.09.2024;19.11.2024;07.02.2025;;
229264;5200;Brugg AG;AG;x;x;6.68;x;-;;26.09.2024;01.02.2025;;24.04.2025;Wärmepumpe + PV + Batterie
734306;4312;Magden;AG;-;-;;X;X;;01.10.2024;25.11.2024;14.03.2025;14.03.2025;Batterie + EV-Ladestation
159181;4805;Brittnau;AG;-;-;;x;-;;01.10.2024;07.10.2024;25.10.2024;25.10.2024;Batterie
216237;5610;Wohlen AG;AG;-;-;;-;X;;02.10.2024;?;;22.03.2023;EV-Ladestation
232359;5726;Unterkulm;AG;-;x;12.32;x;-;;03.10.2024;15.11.2024;11.02.2025;06.12.2024;PV + Batterie
156287;5322;Koblenz;AG;X;-;;-;-;;04.10.2024;Q1 / 2026;-;-;Wärmepumpe
232425;5452;Oberrohrdorf;AG;;-;;-;-;;04.10.2024;17.10.2024;;;
137763;4313;Möhlin;AG;;x;12.9;x;;;11.10.2024;09.12.2024;13.01.2025;12.01.2025;PV + Batterie
229088;5430;Wettingen;AG;-;x;24.03;-;-;;15.10.2024;Q1 2025;19.06.2025;31.03.2025;PV
232749;4123;Allschwil;BL;-;X;;X;;;20.10.2024;Q1 2025;;;
870024;5300;Turgi;AG;-;-;;X;-;;21.10.2024;10.01.2025;;09.01.2025;Batterie
233086;5073;Gipf-Oberfrick;AG;-;x;13.35;x;-;;27.10.2024;01.02.2025;21.02.2025;22.01.2025;PV + Batterie
129462;5072;Oeschgen;AG;-;-;;-;x;;27.10.2024;;;;
232990;4600;Olten;SO;x;-;;-;-;;27.10.2024;01.04.2025;28.03.2025;20.03.2025;Wärmepumpe
233087;5212;Hausen AG;AG;;x;20.03;x;-;;30.10.2024;Q1/2025;19.03.2025;29.01.2025;PV + Batterie
906291;8962;Bergdietikon;AG;;-;;-;-;;30.10.2024;Q4/2024;-;04.12.2024;unbekannt (keine Anlage auf dieser Zeile markiert)
778612;5725;Leutwil;AG;-;-;;x;-;;30.10.2024;Q1/2025;-;17.04.2025;Batterie
233188;4127;Birsfelden;BL;-;X;108.45;-;-;;31.10.2024;01.01.2024;;;
233298;5605;Dottikon;AG;-;X;5.34;X;-;;12.11.2024;Q4/24;22.07.2025;06.05.2025;PV + Batterie
227577;5034;Suhr;AG;-;X;12.6;X;-;;15.11.2024;01.04.2025;19.05.2025;07.04.2025;PV + Batterie
891106;4313;Möhlin;AG;-;X;15.13;X;-;;17.11.2024;Q1 2025;;;
232018;5430;Wettingen;AG;-;x;20.25;x;-;;21.11.2024;10.06.2025;15.07.2025;27.06.2025;PV + Batterie
233381;4652;Winznau;SO;-;X;16.02;X;-;;25.11.2024;01.01.2025;18.02.2025;23.01.2025;PV + Batterie
228831;8962;Bergdietikon;AG;-;X;14.69;-;-;;25.11.2024;01.02.2025;;28.03.2025;PV
201391;5076;Bözen;AG;-;-;;x;;;25.11.2024;31.12.2024;;;
106914;5608;Stetten AG;AG;-;x;15.13;x;-;;27.11.2024;01.02.2025;14.03.2025;06.03.2025;PV + Batterie
234314;5018;Erlinsbach;AG;-;x;14.69;x;-;;27.11.2024;01.02.2025;;04.04.2025;PV + Batterie
722955;5304;Endingen;AG;-;X;9.35;X;-;;29.11.2024;Q1/2025;31.03.2025;18.02.2025;PV + Batterie
234332;5034;Suhr;AG;x;x;15.13;x;x;;02.12.2024;01.04.2025;09.09.2025;08.04.2025;Wärmepumpe + PV + Batterie + EV-Ladestation
133692;5608;Stetten AG;AG;-;x;8.01;x;-;;03.12.2024;Q1/2025;09.04.2025;17.03.2025;PV + Batterie
701696;5304;Endingen;AG;-;X;42.24;-;-;;04.12.2024;15.02.2025;11.04.2025;09.04.2025;PV
770736;5027;Herznach;AG;-;X;16.02;X;-;;04.12.2024;03.03.2025;01.04.2025;21.03.2025;PV + Batterie
222824;5304;Endingen;AG;-;X;20.25;X;-;;09.12.2024;Q1/2025;02.05.2025;;
233381;5073;Gipf-Oberfrick;AG;-;-;;-;x;;10.12.2024;13.01.2025;20.02.2025;21.02.2025;EV-Ladestation
234572;4614;Hägendorf;SO;-;x;12.32;x;-;;12.12.2024;10.03.2025;14.03.2025;24.03.2025;PV + Batterie
118265;5607;Hägglingen;AG;-;x;14.24;x;-;;16.12.2024;17.02.2025;25.06.2025;05.05.2025;PV + Batterie
744914;5000;Aarau;AG;-;X;16.92;X;-;;17.12.2024;17.03.2025;;02.07.2025;PV + Batterie
234669;5024;Küttigen;AG;;x;8.46;x;-;x;18.12.2024;01.03.2025;;;
119324;5614;Sarmenstorf;AG;-;-;;X;-;-;20.12.2024;01.03.2024;-;19.02.2025;Batterie
705032;5604;Hendschiken;AG;;-;0;x;-;-;09.01.2025;03.02.2025;01.04.2025;19.03.2025;Batterie
713894;4323;Wallbach;AG;-;-;;-;x;-;14.01.2025;-;;;
869547;4323;Wallbach;AG;X;x;14.69;x;-;-;16.01.2025;03.03.2025;;18.03.2025;Wärmepumpe + PV + Batterie
235223;5614;Sarmenstorf;AG;x;-;;-;-;;20.01.2025;01.04.2025;22.07.2025;02.06.2025;Wärmepumpe
582164;5614;Sarmenstorf;AG;x;-;;-;-;;22.01.2025;01.04.2025;22.07.2025;02.06.2025;Wärmepumpe
235266;5303;Würenlingen;AG;-;-;;-;-;-;23.01.2025;KW 6;;;
230807;5425;Schneisingen;AG;x;-;;-;-;-;27.01.2025;22.04.2025;12.08.2025;;
188435;5524;Niederwil AG;AG;-;X;16.02;X;;;29.01.2025;01.05.2025;16.06.2025;01.05.2025;PV + Batterie
